"model" "obs" "month" "day" "year" "wy" "wyd"
0.423806333333333 0.33586784 10 1 1965 1966 1
0.413358666666667 0.32087374 10 2 1965 1966 2
0.403264 0.30587964 10 3 1965 1966 3
0.393528666666667 0.29688318 10 4 1965 1966 4
0.384148 0.29688318 10 5 1965 1966 5
0.3751 0.29688318 10 6 1965 1966 6
0.366355 0.29688318 10 7 1965 1966 7
0.357894333333333 0.29688318 10 8 1965 1966 8
0.349739666666667 0.29688318 10 9 1965 1966 9
0.341854666666667 0.29688318 10 10 1965 1966 10
0.334244666666667 0.299882 10 11 1965 1966 11
0.326899666666667 0.30288082 10 12 1965 1966 12
0.319817666666667 0.31787492 10 13 1965 1966 13
0.315367333333333 0.33586784 10 14 1965 1966 14
0.322412333333333 0.34786312 10 15 1965 1966 15
0.329828666666667 0.34786312 10 16 1965 1966 16
0.334576666666667 0.34186548 10 17 1965 1966 17
0.327794 0.34186548 10 18 1965 1966 18
0.320593666666667 0.34186548 10 19 1965 1966 19
0.313612 0.34186548 10 20 1965 1966 20
0.306871 0.34186548 10 21 1965 1966 21
0.300373666666667 0.34186548 10 22 1965 1966 22
0.2941 0.34186548 10 23 1965 1966 23
0.288018666666667 0.34186548 10 24 1965 1966 24
0.282139666666667 0.34186548 10 25 1965 1966 25
0.276466666666667 0.34186548 10 26 1965 1966 26
0.270991666666667 0.34186548 10 27 1965 1966 27
0.265698 0.34186548 10 28 1965 1966 28
0.260580333333333 0.34186548 10 29 1965 1966 29
0.255643 0.34186548 10 30 1965 1966 30
0.250855333333333 0.34186548 10 31 1965 1966 31
0.246231666666667 0.34186548 11 1 1965 1966 32
0.241773666666667 0.34186548 11 2 1965 1966 33
0.237483 0.34186548 11 3 1965 1966 34
0.233346 0.34186548 11 4 1965 1966 35
0.229339333333333 0.34186548 11 5 1965 1966 36
0.225482666666667 0.34186548 11 6 1965 1966 37
0.221772333333333 0.3748525 11 7 1965 1966 38
0.241224 0.38684778 11 8 1965 1966 39
0.260029666666667 0.39284542 11 9 1965 1966 40
0.278146333333333 0.36585604 11 10 1965 1966 41
0.272542333333333 0.36585604 11 11 1965 1966 42
0.27316 0.38384896 11 12 1965 1966 43
0.276250666666667 0.53079114 11 13 1965 1966 44
0.373697333333333 0.63275102 11 14 1965 1966 45
0.472369 0.68073214 11 15 1965 1966 46
0.565419666666667 0.80368376 11 16 1965 1966 47
0.562489666666667 0.96562004 11 17 1965 1966 48
0.589947333333333 1.01659998 11 18 1965 1966 49
0.619075 0.82767432 11 19 1965 1966 50
0.645391666666667 0.61175928 11 20 1965 1966 51
0.629560666666667 0.53678878 11 21 1965 1966 52
0.611168666666667 0.49780412 11 22 1965 1966 53
0.597628 0.48281002 11 23 1965 1966 54
0.587584 0.48880766 11 24 1965 1966 55
0.577877666666667 0.48580884 11 25 1965 1966 56
0.564174333333333 0.4798112 11 26 1965 1966 57
0.547928 0.45881946 11 27 1965 1966 58
0.532289 0.44682418 11 28 1965 1966 59
0.517275 0.44082654 11 29 1965 1966 60
0.502887666666667 0.4348289 11 30 1965 1966 61
0.489013333333333 0.42883126 12 1 1965 1966 62
0.475643666666667 0.4348289 12 2 1965 1966 63
0.462759 0.45282182 12 3 1965 1966 64
0.450364333333333 0.47081474 12 4 1965 1966 65
0.438409333333333 0.4648171 12 5 1965 1966 66
0.426859333333333 0.45282182 12 6 1965 1966 67
0.415653 0.44082654 12 7 1965 1966 68
0.404823 0.44082654 12 8 1965 1966 69
0.394387666666667 0.44082654 12 9 1965 1966 70
0.384387666666667 0.44082654 12 10 1965 1966 71
0.374808333333333 0.44082654 12 11 1965 1966 72
0.365587666666667 0.44082654 12 12 1965 1966 73
0.356712 0.4348289 12 13 1965 1966 74
0.348142333333333 0.41383716 12 14 1965 1966 75
0.339899666666667 0.38085014 12 15 1965 1966 76
0.331950666666667 0.3448643 12 16 1965 1966 77
0.324292 0.32387256 12 17 1965 1966 78
0.31691 0.32387256 12 18 1965 1966 79
0.309789333333333 0.3448643 12 19 1965 1966 80
0.302926333333333 0.37185368 12 20 1965 1966 81
0.296310666666667 0.3898466 12 21 1965 1966 82
0.289938333333333 0.39584424 12 22 1965 1966 83
0.283804333333333 0.38384896 12 23 1965 1966 84
0.2779 0.38384896 12 24 1965 1966 85
0.272206333333333 0.3898466 12 25 1965 1966 86
0.266716666666667 0.40184188 12 26 1965 1966 87
0.261413333333333 0.40184188 12 27 1965 1966 88
0.257044333333333 0.41083834 12 28 1965 1966 89
0.257158333333333 0.41083834 12 29 1965 1966 90
0.25727 0.41083834 12 30 1965 1966 91
0.256627666666667 0.39584424 12 31 1965 1966 92
0.251684666666667 0.39584424 1 1 1966 1966 92
0.246918666666667 0.39584424 1 2 1966 1966 93
0.242333 0.39584424 1 3 1966 1966 94
0.237904333333333 0.39584424 1 4 1966 1966 95
0.234236333333333 0.43782772 1 5 1966 1966 96
0.237090666666667 0.4648171 1 6 1966 1966 97
0.239831666666667 0.4798112 1 7 1966 1966 98
0.241856333333333 0.44682418 1 8 1966 1966 99
0.237364333333333 0.42883126 1 9 1966 1966 100
0.233022 0.4198348 1 10 1966 1966 101
0.228833333333333 0.41083834 1 11 1966 1966 102
0.224838 0.40184188 1 12 1966 1966 103
0.220974 0.39584424 1 13 1966 1966 104
0.217267666666667 0.39584424 1 14 1966 1966 105
0.21368 0.39584424 1 15 1966 1966 106
0.210239 0.39584424 1 16 1966 1966 107
0.206902 0.39584424 1 17 1966 1966 108
0.203712666666667 0.39584424 1 18 1966 1966 109
0.200631 0.39584424 1 19 1966 1966 110
0.197652 0.3898466 1 20 1966 1966 111
0.194767333333333 0.38384896 1 21 1966 1966 112
0.191994666666667 0.37785132 1 22 1966 1966 113
0.189325333333333 0.37785132 1 23 1966 1966 114
0.186751 0.37785132 1 24 1966 1966 115
0.184265333333333 0.37185368 1 25 1966 1966 116
0.181875666666667 0.36585604 1 26 1966 1966 117
0.179544333333333 0.3598584 1 27 1966 1966 118
0.177293 0.3598584 1 28 1966 1966 119
0.175130666666667 0.3598584 1 29 1966 1966 120
0.173068 0.3598584 1 30 1966 1966 121
0.171074 0.3598584 1 31 1966 1966 122
0.169133333333333 0.3598584 2 1 1966 1966 123
0.167249666666667 0.3598584 2 2 1966 1966 124
0.165436333333333 0.36585604 2 3 1966 1966 125
0.163687 0.37185368 2 4 1966 1966 126
0.16301 0.37785132 2 5 1966 1966 127
0.163020333333333 0.37785132 2 6 1966 1966 128
0.163031333333333 0.37785132 2 7 1966 1966 129
0.162030333333333 0.37785132 2 8 1966 1966 130
0.160399 0.37785132 2 9 1966 1966 131
0.158824666666667 0.37785132 2 10 1966 1966 132
0.157306666666667 0.37785132 2 11 1966 1966 133
0.15583 0.38384896 2 12 1966 1966 134
0.154400666666667 0.3898466 2 13 1966 1966 135
0.153005 0.3898466 2 14 1966 1966 136
0.151667 0.37785132 2 15 1966 1966 137
0.150376333333333 0.36585604 2 16 1966 1966 138
0.149151333333333 0.3598584 2 17 1966 1966 139
0.147963666666667 0.3598584 2 18 1966 1966 140
0.146803666666667 0.35685958 2 19 1966 1966 141
0.145671666666667 0.35386076 2 20 1966 1966 142
0.144569333333333 0.35086194 2 21 1966 1966 143
0.143493666666667 0.35386076 2 22 1966 1966 144
0.142516 0.35685958 2 23 1966 1966 145
0.149884333333333 0.35685958 2 24 1966 1966 146
0.156992666666667 0.35386076 2 25 1966 1966 147
0.163764666666667 0.35386076 2 26 1966 1966 148
0.161982333333333 0.35685958 2 27 1966 1966 149
0.160250333333333 0.35685958 2 28 1966 1966 150
0.158596 0.35386076 3 1 1966 1966 151
0.156991 0.35386076 3 2 1966 1966 152
0.155461333333333 0.35685958 3 3 1966 1966 153
0.153956666666667 0.37185368 3 4 1966 1966 154
0.152496666666667 0.3898466 3 5 1966 1966 155
0.151077333333333 0.41083834 3 6 1966 1966 156
0.149702666666667 0.41683598 3 7 1966 1966 157
0.148345666666667 0.43782772 3 8 1966 1966 158
0.151404666666667 0.5097994 3 9 1966 1966 159
0.163068 0.57277462 3 10 1966 1966 160
0.174239666666667 0.63574984 3 11 1966 1966 161
0.180555333333333 0.75270382 3 12 1966 1966 162
0.179568 0.85166488 3 13 1966 1966 163
0.178603333333333 0.89664718 3 14 1966 1966 164
0.177732666666667 0.7946873 3 15 1966 1966 165
0.180657666666667 0.70772152 3 16 1966 1966 166
0.183558333333333 0.66273922 3 17 1966 1966 167
0.186287333333333 0.65674158 3 18 1966 1966 168
0.183492666666667 0.65074394 3 19 1966 1966 169
0.180742666666667 0.6297522 3 20 1966 1966 170
0.178121333333333 0.6147581 3 21 1966 1966 171
0.175597333333333 0.62075574 3 22 1966 1966 172
0.173103666666667 0.65674158 3 23 1966 1966 173
0.170621 0.71671798 3 24 1966 1966 174
0.168161333333333 0.80368376 3 25 1966 1966 175
0.165837666666667 0.92663538 3 26 1966 1966 176
0.163578 1.0795752 3 27 1966 1966 177
0.161351666666667 1.2595044 3 28 1966 1966 178
0.159131333333333 1.49941 3 29 1966 1966 179
0.156967333333333 1.7393156 3 30 1966 1966 180
0.154928333333333 2.0391976 3 31 1966 1966 181
0.241414666666667 2.3090914 4 1 1966 1966 182
0.423458333333333 2.4890206 4 2 1966 1966 183
0.695906333333333 2.5190088 4 3 1966 1966 184
0.943161666666667 2.548997 4 4 1966 1966 185
1.160836 2.698938 4 5 1966 1966 186
1.35737 2.9388436 4 6 1966 1966 187
1.555915 3.0288082 4 7 1966 1966 188
1.73164 3.0288082 4 8 1966 1966 189
1.87391566666667 2.9088554 4 9 1966 1966 190
1.964759 2.7289262 4 10 1966 1966 191
2.05112733333333 2.4890206 4 11 1966 1966 192
2.083748 2.2791032 4 12 1966 1966 193
2.078746 2.2191268 4 13 1966 1966 194
2.01221266666667 2.3090914 4 14 1966 1966 195
1.94154233333333 2.5789852 4 15 1966 1966 196
1.87349333333333 2.9088554 4 16 1966 1966 197
1.81194233333333 2.99882 4 17 1966 1966 198
1.75820266666667 2.7289262 4 18 1966 1966 199
1.70944433333333 2.3690678 4 19 1966 1966 200
1.65852466666667 2.1591504 4 20 1966 1966 201
1.603923 2.1591504 4 21 1966 1966 202
1.54831066666667 2.1591504 4 22 1966 1966 203
1.49472366666667 2.2191268 4 23 1966 1966 204
1.44310133333333 2.3690678 4 24 1966 1966 205
1.393386 2.548997 4 25 1966 1966 206
1.345481 2.548997 4 26 1966 1966 207
1.301786 2.4290442 4 27 1966 1966 208
1.25968333333333 2.249115 4 28 1966 1966 209
1.21982266666667 2.1891386 4 29 1966 1966 210
1.17929066666667 2.1291622 4 30 1966 1966 211
1.14029533333333 2.099174 5 1 1966 1966 212
1.10205366666667 2.099174 5 2 1966 1966 213
1.06491133333333 2.099174 5 3 1966 1966 214
1.029069 2.1291622 5 4 1966 1966 215
0.994531333333333 2.0691858 5 5 1966 1966 216
0.961267666666667 2.0092094 5 6 1966 1966 217
0.929216 1.9192448 5 7 1966 1966 218
0.904760666666667 1.9192448 5 8 1966 1966 219
0.887645 2.1291622 5 9 1966 1966 220
0.901209 2.1591504 5 10 1966 1966 221
0.907834666666667 2.1291622 5 11 1966 1966 222
0.907747 1.8592684 5 12 1966 1966 223
0.877613 1.7393156 5 13 1966 1966 224
0.848581 1.5893746 5 14 1966 1966 225
0.820628 1.49941 5 15 1966 1966 226
0.793668 1.4094454 5 16 1966 1966 227
0.767705666666667 1.349469 5 17 1966 1966 228
0.742664333333333 1.2894926 5 18 1966 1966 229
0.718562333333333 1.2595044 5 19 1966 1966 230
0.695331333333333 1.2595044 5 20 1966 1966 231
0.672961 1.2295162 5 21 1966 1966 232
0.651406666666667 1.1695398 5 22 1966 1966 233
0.630645 1.1095634 5 23 1966 1966 234
0.610631666666667 1.049587 5 24 1966 1966 235
0.591346666666667 1.0195988 5 25 1966 1966 236
0.572746333333333 0.9596224 5 26 1966 1966 237
0.554839666666667 0.9296342 5 27 1966 1966 238
0.537584 0.89064954 5 28 1966 1966 239
0.520970666666667 0.87265662 5 29 1966 1966 240
0.504949 0.8396696 5 30 1966 1966 241
0.489510333333333 0.80668258 5 31 1966 1966 242
0.474635 0.76170028 6 1 1966 1966 243
0.460305 0.73171208 6 2 1966 1966 244
0.446499 0.69572624 6 3 1966 1966 245
0.433185666666667 0.68073214 6 4 1966 1966 246
0.420345666666667 0.67173568 6 5 1966 1966 247
0.408505 0.67773332 6 6 1966 1966 248
0.397091333333333 0.68373096 6 7 1966 1966 249
0.386102 0.68373096 6 8 1966 1966 250
0.377874 0.66273922 6 9 1966 1966 251
0.369935 0.62075574 6 10 1966 1966 252
0.362284333333333 0.57277462 6 11 1966 1966 253
0.352001333333333 0.5397876 6 12 1966 1966 254
0.342098 0.52779232 6 13 1966 1966 255
0.332546 0.52179468 6 14 1966 1966 256
0.323348666666667 0.5097994 6 15 1966 1966 257
0.314484666666667 0.48880766 6 16 1966 1966 258
0.305935666666667 0.46181828 6 17 1966 1966 259
0.297682333333333 0.44082654 6 18 1966 1966 260
0.289727 0.42583244 6 19 1966 1966 261
0.282058 0.41083834 6 20 1966 1966 262
0.274675333333333 0.40184188 6 21 1966 1966 263
0.267562 0.39584424 6 22 1966 1966 264
0.260705666666667 0.3898466 6 23 1966 1966 265
0.254087666666667 0.38384896 6 24 1966 1966 266
0.247700333333333 0.37185368 6 25 1966 1966 267
0.241548 0.3598584 6 26 1966 1966 268
0.235608333333333 0.34786312 6 27 1966 1966 269
